Content,Ready,Level,Type,AP,ID (Hex),Region/Connections,Prerequisites,Gear Req,Dep. Lvl.,Dependents
Rodoroc,FALSE,,Region,Default,,"Crater Descent, Entrance to Molten Heights",,,91,"Complete: Dwarves and Doguns Part I, Complete: Dwarves and Doguns Part II, Complete: Dwarves and Doguns Part IV, Complete: The Breaking Point, Complete: A Hunter's Calling, Visit: Rodoroc"
Lutho,FALSE,,Region,Default,,"Sinister Forest, Paths of Sludge",,,100,"Complete: A Journey Beyond, Complete: A Journey Further, Complete: Point of No Return, Visit: Lutho"
Relos,FALSE,,Region,Default,,"Fallen Factory, Ruined Houses, Balloon Airbase, Corkus Sea Cove",,,89,"Complete: The Envoy Part II, Visit: Relos"
Espren,FALSE,,Region,Default,,"Forts in Fall, Festival Grounds, Agricultural Sector, The Lumbermill",,,105,"Complete: A New Beginning, Complete: The Cursed One, Complete: The Scarred Springs, Complete: Revelations in Fall, Complete: Off the Rails, Complete: The Missing Piece, Visit: Espren"
Timasca,FALSE,,Region,Default,,"University Campus, Residence Sector, Industrial Sector, Deforested Ecotone",,,109,"Explore: The Flush, Explore: Freight Interchange, Complete: Solidarity of Steel, Complete: Off the Rails, Complete: The Price of Ingenuity, Complete: Through the Pipes, Complete: Echoes of Change, Visit: Timasca"
Aldwell,FALSE,,Region,Default,,"Deforested Ecotone, Fort Hegea, Alder Understory, Verdant Grove",,,112,"Explore: Entozoon Takeover, Complete: Hunt Banshee Stags, Complete: Shrouded in Mist, Complete: Celebrations in Smoke, Visit: Aldwell"
Hyloch,FALSE,,Region,Default,,"Lake Gitephe, Fort Tericen, Lake Rieke",,,116,"Explore: Saltpetre Mine, Complete: Overture to Despair, Complete: The Strong Survive, Complete: Ensemble of Hope, Complete: Apotheosis, Visit: Hyloch"
Contested District,FALSE,,Region,Default,,"Verdant Grove, University Campus, Gates to Aelumia",,,115,"Explore: Citadel Catacombs, Explore: Aelumia Weaveworks, Explore: Aelumia Metalmill, Explore: Aelumia Chemical Plant, Complete: Ensemble of Hope, Complete: Apotheosis, Visit: Contested District"
Kandon-Beda,FALSE,,Region,Default,,Protector's Pathway,,,85,"Explore: Demolition Derby, Complete: The Breaking Point, Visit: Kandon-Beda"
Dogun Ritual Site,FALSE,,Region,Default,,"Freezing Heights, Lava Lakes, Crater Descent, Molten Reach",,,91,"Explore: Scorched Earth, Complete: Slay Azers, Complete: Dwarves and Doguns Part I, Complete: Dwarves and Doguns Part III, Complete: Dwarves and Doguns Part IV, Complete: The Breaking Point, Visit: Dogun Ritual Site"
Progressive Max Level,TRUE,,Special,Item,00 00 00 01,,,,,
Progressive Gear,TRUE,,Special,Item,00 02 00 00,,,,,
Progressive Unique Gear,TRUE,,Special,Item,00 02 01 00,,,,,
Progressive Rare Gear,TRUE,,Special,Item,00 02 02 00,,,,,
Progressive Legendary+ Gear,TRUE,,Special,Item,00 02 03 00,,,,,
Progressive Armor,TRUE,,Special,Item,00 02 10 00,,,,,
Progressive Unique Armor,TRUE,,Special,Item,00 02 11 00,,,,,
Progressive Rare Armor,TRUE,,Special,Item,00 02 12 00,,,,,
Progressive Legendary+ Armor,TRUE,,Special,Item,00 02 13 00,,,,,
Progressive Weapons,TRUE,,Special,Item,00 02 20 00,,,,,
Progressive Unique Weapons,TRUE,,Special,Item,00 02 21 00,,,,,
Progressive Rare Weapons,TRUE,,Special,Item,00 02 22 00,,,,,
Progressive Legendary+ Weapons,TRUE,,Special,Item,00 02 23 00,,,,,
Progressive Accessories,TRUE,,Special,Item,00 02 30 00,,,,,
Progressive Unique Accessories,TRUE,,Special,Item,00 02 31 00,,,,,
Progressive Rare Accessories,TRUE,,Special,Item,00 02 32 00,,,,,
Progressive Legendary+ Accessories,TRUE,,Special,Item,00 02 33 00,,,,,
Nothing,TRUE,,Special,Filler,00 20 00 01,,,,,
Freeze Trap,TRUE,,Special,Trap,00 20 01 01,,,,,
Daze Trap,TRUE,,Special,Trap,00 20 01 02,,,,,
Blind Trap,TRUE,,Special,Trap,00 20 01 03,,,,,
Kill Trap,TRUE,,Special,Trap,00 20 01 04,,,,,
Visit: Ragni Main Entrance,TRUE,1,Territory,Location,00 17 00 00,Ragni Main Entrance,,,,
Visit: Emerald Trail,TRUE,1,Territory,Location,00 17 00 0c,Emerald Trail,,,,
Visit: Ragni,TRUE,1,Territory,Location,00 17 01 8d,Ragni,,,,
Visit: Ragni Countryside South,TRUE,2,Territory,Location,00 17 00 04,Ragni Countryside South,,,,
Visit: Ragni Countryside North,TRUE,2,Territory,Location,00 17 00 05,Ragni Countryside North,,,,
Visit: Coastal Trail,TRUE,2,Territory,Location,00 17 00 1a,Coastal Trail,,,,
Visit: Ragni North Entrance,TRUE,3,Territory,Location,00 17 00 01,Ragni North Entrance,,,,
Visit: Katoa Ranch,TRUE,3,Territory,Location,00 17 00 02,Katoa Ranch,,,,
Visit: Riverbank Knoll,TRUE,3,Territory,Location,00 17 00 03,Riverbank Knoll,,,,
Visit: Farmers Settlement,TRUE,4,Territory,Location,00 17 00 06,Farmers Settlement,,,,
Visit: Nivla Woods,TRUE,4,Territory,Location,00 17 00 0d,Nivla Woods,,,,
Visit: Entrance to Nivla Woods,TRUE,4,Territory,Location,00 17 00 0e,Entrance to Nivla Woods,,,,
Visit: Maltic Coast,TRUE,4,Territory,Location,00 17 00 13,Maltic Coast,,,,
Visit: Road to Time Valley,TRUE,4,Territory,Location,00 17 00 14,Road to Time Valley,,,,
Visit: Alekin,TRUE,4,Territory,Location,00 17 01 8e,Alekin,,,,
Visit: Maltic,TRUE,4,Territory,Location,00 17 01 8f,Maltic,,,,
Visit: Nomads' Refuge,TRUE,5,Territory,Location,00 17 00 07,Nomads' Refuge,,,,
Visit: Arachnid Woods,TRUE,5,Territory,Location,00 17 00 09,Arachnid Woods,,,,
Visit: Ancient Waterworks,TRUE,5,Territory,Location,00 17 00 15,Ancient Waterworks,,,,
Visit: Road to Elkurn,TRUE,6,Territory,Location,00 17 00 0a,Road to Elkurn,,,,
Visit: Nivla Woods Exit,TRUE,6,Territory,Location,00 17 00 0f,Nivla Woods Exit,,,,
Visit: Akias Ruins,TRUE,6,Territory,Location,00 17 00 10,Akias Ruins,,,,
Visit: Detlas Suburbs,TRUE,6,Territory,Location,00 17 00 11,Detlas Suburbs,,,,
Visit: Corrupted Orchard,TRUE,6,Territory,Location,00 17 00 12,Corrupted Orchard,,,,
Visit: Scorched Trail,TRUE,6,Territory,Location,00 17 00 16,Scorched Trail,,,,
Visit: Corrupted Tower,TRUE,6,Territory,Location,00 17 00 17,Corrupted Tower,,,,
Visit: Detlas,TRUE,6,Territory,Location,00 17 01 90,Detlas,,,,
Visit: Corrupted Warfront,TRUE,11,Territory,Location,00 17 00 2c,Corrupted Warfront,,,,
Visit: Black Road,TRUE,12,Territory,Location,00 17 00 1f,Black Road,,,,
Visit: Essren's Hut,TRUE,12,Territory,Location,00 17 00 23,Essren's Hut,,,,
Visit: Owl Tribe,TRUE,13,Territory,Location,00 17 00 46,Owl Tribe,,,,
Visit: Ternaves,TRUE,13,Territory,Location,00 17 01 91,Ternaves,,,,
Visit: Webbed Fracture,TRUE,14,Territory,Location,00 17 00 19,Webbed Fracture,,,,
Visit: Lava Springs,TRUE,14,Territory,Location,00 17 00 3a,Lava Springs,,,,
Visit: Abandoned Farm,TRUE,16,Territory,Location,00 17 00 1e,Abandoned Farm,,,,
Visit: Savannah Plains,TRUE,16,Territory,Location,00 17 00 35,Savannah Plains,,,,
Visit: Bremminglar,TRUE,16,Territory,Location,00 17 01 98,Bremminglar,,,,
Visit: Cathedral Harbour,TRUE,18,Territory,Location,00 17 00 25,Cathedral Harbour,,,,
Visit: Nemract Cathedral,TRUE,18,Territory,Location,00 17 00 26,Nemract Cathedral,,,,
Visit: Mount Wynn Inn,TRUE,18,Territory,Location,00 17 00 28,Mount Wynn Inn,,,,
Visit: Nested Cliffside,TRUE,18,Territory,Location,00 17 00 2a,Nested Cliffside,,,,
Visit: Razed Inn,TRUE,18,Territory,Location,00 17 00 2b,Razed Inn,,,,
Visit: Ancient Nemract,TRUE,18,Territory,Location,00 17 00 33,Ancient Nemract,,,,
Visit: Nemract,TRUE,18,Territory,Location,00 17 01 92,Nemract,,,,
Visit: Blooming Boulders,TRUE,22,Territory,Location,00 17 00 08,Blooming Boulders,,,,
Visit: Corrupted Road,TRUE,22,Territory,Location,00 17 00 0b,Corrupted Road,,,,
Visit: Abandoned Mines Entrance,TRUE,22,Territory,Location,00 17 00 20,Abandoned Mines Entrance,,,,
Visit: Mine Base Plains,TRUE,22,Territory,Location,00 17 00 36,Mine Base Plains,,,,
Visit: Mining Base Camp,TRUE,22,Territory,Location,00 17 00 37,Mining Base Camp,,,,
Visit: Abandoned Mines,TRUE,22,Territory,Location,00 17 00 3b,Abandoned Mines,,,,
Visit: Sanctuary Bridge,TRUE,22,Territory,Location,00 17 00 3f,Sanctuary Bridge,,,,
Visit: Tempo Town,TRUE,22,Territory,Location,00 17 01 93,Tempo Town,,,,
Visit: Elkurn,TRUE,22,Territory,Location,00 17 01 94,Elkurn,,,,
Visit: Jagged Foothills,TRUE,23,Territory,Location,00 17 00 18,Jagged Foothills,,,,
Visit: Rocky Shore,TRUE,23,Territory,Location,00 17 00 27,Rocky Shore,,,,
Visit: Blackstring Den,TRUE,23,Territory,Location,00 17 00 29,Blackstring Den,,,,
Visit: Rooster Island,TRUE,23,Territory,Location,00 17 00 32,Rooster Island,,,,
Visit: Ternaves Tunnel,TRUE,24,Territory,Location,00 17 00 39,Ternaves Tunnel,,,,
Visit: Plains Lake,TRUE,24,Territory,Location,00 17 00 3d,Plains Lake,,,,
Visit: Ragni South Entrance,TRUE,25,Territory,Location,00 17 00 1b,Ragni South Entrance,,,,
Visit: Sulphuric Hollow,TRUE,25,Territory,Location,00 17 00 1c,Sulphuric Hollow,,,,
Visit: Little Wood,TRUE,25,Territory,Location,00 17 00 1d,Little Wood,,,,
Visit: Bear Zoo,TRUE,25,Territory,Location,00 17 00 21,Bear Zoo,,,,
Visit: Pigmen Ravines,TRUE,25,Territory,Location,00 17 00 22,Pigmen Ravines,,,,
Visit: Durum Oat Islet,TRUE,25,Territory,Location,00 17 00 2d,Durum Oat Islet,,,,
Visit: Durum Malt Islet,TRUE,25,Territory,Location,00 17 00 2e,Durum Malt Islet,,,,
Visit: Durum Barley Islet,TRUE,25,Territory,Location,00 17 00 2f,Durum Barley Islet,,,,
Visit: Corrupted River,TRUE,25,Territory,Location,00 17 00 30,Corrupted River,,,,
Visit: Durum Isles Barn,TRUE,25,Territory,Location,00 17 00 31,Durum Isles Barn,,,,
Visit: Time Valley,TRUE,25,Territory,Location,00 17 00 3e,Time Valley,,,,
Visit: Roots of Corruption,TRUE,25,Territory,Location,00 17 00 40,Roots of Corruption,,,,
Visit: Half Moon Island,TRUE,25,Territory,Location,00 17 00 48,Half Moon Island,,,,
Visit: Tree Island,TRUE,25,Territory,Location,00 17 00 50,Tree Island,,,,
Visit: Selchar,TRUE,25,Territory,Location,00 17 01 96,Selchar,,,,
Visit: Nesaak Transition,TRUE,27,Territory,Location,00 17 00 43,Nesaak Transition,,,,
Visit: Frosty Spikes,TRUE,27,Territory,Location,00 17 00 44,Frosty Spikes,,,,
Visit: Florist's Hut,TRUE,27,Territory,Location,00 17 00 b4,Florist's Hut,,,,
Visit: Frozen Homestead,TRUE,27,Territory,Location,00 17 00 b5,Frozen Homestead,,,,
Visit: Abandoned Lumberyard,TRUE,27,Territory,Location,00 17 00 b7,Abandoned Lumberyard,,,,
Visit: Nesaak,TRUE,27,Territory,Location,00 17 01 95,Nesaak,,,,
Visit: Desolate Valley,TRUE,28,Territory,Location,00 17 00 3c,Desolate Valley,,,,
Visit: Mage Island,TRUE,28,Territory,Location,00 17 00 42,Mage Island,,,,
Visit: Abandoned Pass,TRUE,30,Territory,Location,00 17 00 24,Abandoned Pass,,,,
Visit: Lion Lair,TRUE,30,Territory,Location,00 17 00 34,Lion Lair,,,,
Visit: Entrance to Almuj,TRUE,30,Territory,Location,00 17 00 38,Entrance to Almuj,,,,
Visit: Invaded Barracks,TRUE,30,Territory,Location,00 17 00 c0,Invaded Barracks,,,,
Visit: Barren Sands,TRUE,30,Territory,Location,00 17 00 c1,Barren Sands,,,,
Visit: Cascading Oasis,TRUE,30,Territory,Location,00 17 00 c3,Cascading Oasis,,,,
Visit: Gloopy Cave,TRUE,30,Territory,Location,00 17 00 c4,Gloopy Cave,,,,
Visit: Dusty Pit,TRUE,30,Territory,Location,00 17 00 c7,Dusty Pit,,,,
Visit: Almuj Slums,TRUE,30,Territory,Location,00 17 00 c8,Almuj Slums,,,,
Visit: Almuj,TRUE,30,Territory,Location,00 17 01 97,Almuj,,,,
Visit: Ruined Villa,TRUE,31,Territory,Location,00 17 00 c5,Ruined Villa,,,,
Visit: Eagle Tribe,TRUE,33,Territory,Location,00 17 00 bd,Eagle Tribe,,,,
Visit: Ruined Prospect,TRUE,33,Territory,Location,00 17 00 be,Ruined Prospect,,,,
Visit: Sunset Plateau,TRUE,33,Territory,Location,00 17 00 bf,Sunset Plateau,,,,
Visit: Accursed Dunes,TRUE,33,Territory,Location,00 17 00 c2,Accursed Dunes,,,,
Visit: Ancient Excavation,TRUE,33,Territory,Location,00 17 00 c6,Ancient Excavation,,,,
Visit: Sunrise Plateau,TRUE,34,Territory,Location,00 17 00 bc,Sunrise Plateau,,,,
Visit: Rymek,TRUE,34,Territory,Location,00 17 01 99,Rymek,,,,
Visit: Mummy's Tomb,TRUE,36,Territory,Location,00 17 00 4d,Mummy's Tomb,,,,
Visit: Orc Road,TRUE,39,Territory,Location,00 17 00 53,Orc Road,,,,
Visit: Entrance to Gavel,TRUE,39,Territory,Location,00 17 00 ce,Entrance to Gavel,,,,
Visit: Llevigar Gate,TRUE,39,Territory,Location,00 17 00 cf,Llevigar Gate,,,,
Visit: Sanguine Spider Den,TRUE,39,Territory,Location,00 17 00 d0,Sanguine Spider Den,,,,
Visit: Llevigar Stables,TRUE,39,Territory,Location,00 17 00 d1,Llevigar Stables,,,,
Visit: Cliffhearth Orc Camp,TRUE,39,Territory,Location,00 17 00 d2,Cliffhearth Orc Camp,,,,
Visit: Trunkstump Goblin Camp,TRUE,39,Territory,Location,00 17 00 d4,Trunkstump Goblin Camp,,,,
Visit: Volcanic Isles,TRUE,39,Territory,Location,00 17 01 6d,Volcanic Isles,,,,
Visit: Llevigar,TRUE,39,Territory,Location,00 17 01 9b,Llevigar,,,,
Visit: Icy Island,TRUE,40,Territory,Location,00 17 00 96,Icy Island,,,,
Visit: Wolves' Den,TRUE,40,Territory,Location,00 17 00 b2,Wolves' Den,,,,
Visit: Nodguj Nation,TRUE,40,Territory,Location,00 17 01 9c,Nodguj Nation,,,,
Visit: Dujgon Nation,TRUE,40,Territory,Location,00 17 01 9d,Dujgon Nation,,,,
Visit: Orc Lake,TRUE,42,Territory,Location,00 17 00 52,Orc Lake,,,,
Visit: Meteor Trail,TRUE,42,Territory,Location,00 17 00 d5,Meteor Trail,,,,
Visit: Frigid Crossroads,TRUE,43,Territory,Location,00 17 00 b3,Frigid Crossroads,,,,
Visit: Icy Descent,TRUE,44,Territory,Location,00 17 00 91,Icy Descent,,,,
Visit: Sablestone Orc Camp,TRUE,44,Territory,Location,00 17 00 ef,Sablestone Orc Camp,,,,
Visit: Loamsprout Orc Camp,TRUE,44,Territory,Location,00 17 00 f0,Loamsprout Orc Camp,,,,
Visit: Lusuco,TRUE,44,Territory,Location,00 17 01 9e,Lusuco,,,,
Visit: Twain Lake,TRUE,45,Territory,Location,00 17 00 49,Twain Lake,,,,
Visit: Bob's Tomb,TRUE,45,Territory,Location,00 17 00 4b,Bob's Tomb,,,,
Visit: Llevigar Farm,TRUE,45,Territory,Location,00 17 00 57,Llevigar Farm,,,,
Visit: Icy Vigil,TRUE,45,Territory,Location,00 17 00 b6,Icy Vigil,,,,
Visit: Karoc Quarry,TRUE,45,Territory,Location,00 17 00 ea,Karoc Quarry,,,,
Visit: Shineridge Orc Camp,TRUE,45,Territory,Location,00 17 00 ec,Shineridge Orc Camp,,,,
Visit: Bucie Waterfall,TRUE,45,Territory,Location,00 17 00 ed,Bucie Waterfall,,,,
Visit: Entrance to Bucie,TRUE,45,Territory,Location,00 17 01 9f,Entrance to Bucie,,,,
Visit: Goblin Plains West,TRUE,46,Territory,Location,00 17 00 56,Goblin Plains West,,,,
Visit: Goblin Plains East,TRUE,46,Territory,Location,00 17 00 59,Goblin Plains East,,,,
Visit: Brigand Outpost,TRUE,46,Territory,Location,00 17 00 d6,Brigand Outpost,,,,
Visit: Twain Mansion,TRUE,49,Territory,Location,00 17 00 4a,Twain Mansion,,,,
Visit: Meteor Crater,TRUE,49,Territory,Location,00 17 00 54,Meteor Crater,,,,
Visit: Iron Road,TRUE,49,Territory,Location,00 17 00 55,Iron Road,,,,
Visit: Harnort Compound,TRUE,49,Territory,Location,00 17 00 eb,Harnort Compound,,,,
Visit: Sunspark Orc Camp,TRUE,49,Territory,Location,00 17 00 ee,Sunspark Orc Camp,,,,
Visit: Entrance to Olux,TRUE,50,Territory,Location,00 17 00 51,Entrance to Olux,,,,
Visit: Forgotten Path,TRUE,50,Territory,Location,00 17 00 58,Forgotten Path,,,,
Visit: Great Bridge,TRUE,50,Territory,Location,00 17 00 b8,Great Bridge,,,,
Visit: Jungle Entrance,TRUE,50,Territory,Location,00 17 00 b9,Jungle Entrance,,,,
Visit: Stonecave Orc Camp,TRUE,50,Territory,Location,00 17 00 d7,Stonecave Orc Camp,,,,
Visit: Collapsed Emerald Mine,TRUE,50,Territory,Location,00 17 00 d8,Collapsed Emerald Mine,,,,
Visit: Mudspring Orc Camp,TRUE,50,Territory,Location,00 17 00 d9,Mudspring Orc Camp,,,,
Visit: Floral Peaks,TRUE,50,Territory,Location,00 17 00 da,Floral Peaks,,,,
Visit: Ogre Den,TRUE,50,Territory,Location,00 17 00 db,Ogre Den,,,,
Visit: Witching Road,TRUE,50,Territory,Location,00 17 00 dc,Witching Road,,,,
Visit: Maiden Tower,TRUE,50,Territory,Location,00 17 00 dd,Maiden Tower,,,,
Visit: Bloody Trail,TRUE,50,Territory,Location,00 17 00 e0,Bloody Trail,,,,
Visit: Lizardman Camp,TRUE,50,Territory,Location,00 17 00 e3,Lizardman Camp,,,,
Visit: Swamp Mountain Arch,TRUE,50,Territory,Location,00 17 00 e4,Swamp Mountain Arch,,,,
Visit: Shady Shack,TRUE,50,Territory,Location,00 17 00 e5,Shady Shack,,,,
Visit: Olux,TRUE,50,Territory,Location,00 17 01 a1,Olux,,,,
Visit: Temple of Legends,TRUE,52,Territory,Location,00 17 00 4c,Temple of Legends,,,,
Visit: Herb Cave,TRUE,52,Territory,Location,00 17 00 94,Herb Cave,,,,
Visit: Apprentice Huts,TRUE,52,Territory,Location,00 17 00 ba,Apprentice Huts,,,,
Visit: Troms Lake,TRUE,52,Territory,Location,00 17 00 bb,Troms Lake,,,,
Visit: Monte's Village,TRUE,52,Territory,Location,00 17 01 6c,Monte's Village,,,,
Visit: Troms,TRUE,52,Territory,Location,00 17 01 a0,Troms,,,,
Visit: Iboju Village,TRUE,52,Territory,Location,00 17 01 a2,Iboju Village,,,,
Visit: Infested Sinkhole,TRUE,53,Territory,Location,00 17 00 de,Infested Sinkhole,,,,
Visit: Forgotten Burrows,TRUE,53,Territory,Location,00 17 00 df,Forgotten Burrows,,,,
Visit: Lizardman Lake,TRUE,53,Territory,Location,00 17 00 e1,Lizardman Lake,,,,
Visit: Olux Lumberyard,TRUE,53,Territory,Location,00 17 00 e2,Olux Lumberyard,,,,
Visit: Naga Lake,TRUE,54,Territory,Location,00 17 00 e8,Naga Lake,,,,
Visit: Path to the Grootslangs,TRUE,54,Territory,Location,00 17 00 e9,Path to the Grootslangs,,,,
Visit: Fading Forest,TRUE,54,Territory,Location,00 17 01 07,Fading Forest,,,,
Visit: Skien's Island,TRUE,55,Territory,Location,00 17 00 41,Skien's Island,,,,
Visit: Zhight Island,TRUE,55,Territory,Location,00 17 00 4e,Zhight Island,,,,
Visit: Volcanic Excavation,TRUE,55,Territory,Location,00 17 00 cd,Volcanic Excavation,,,,
Visit: Scorpion Nest,TRUE,58,Territory,Location,00 17 00 e6,Scorpion Nest,,,,
Visit: Secluded Workshop,TRUE,58,Territory,Location,00 17 00 e7,Secluded Workshop,,,,
Visit: Fountain of Youth,TRUE,60,Territory,Location,00 17 01 58,Fountain of Youth,,,,
Visit: Pirate Town,TRUE,60,Territory,Location,00 17 01 9a,Pirate Town,,,,
Visit: Lost Atoll,TRUE,61,Territory,Location,00 17 00 9a,Lost Atoll,,,,
Visit: Overtaken Outpost,TRUE,61,Territory,Location,00 17 01 08,Overtaken Outpost,,,,
Visit: Mangled Lake,TRUE,61,Territory,Location,00 17 01 09,Mangled Lake,,,,
Visit: Entamis Village,TRUE,62,Territory,Location,00 17 01 57,Entamis Village,,,,
Visit: Fleris Trail,TRUE,63,Territory,Location,00 17 00 98,Fleris Trail,,,,
Visit: Centerworld Fortress,TRUE,63,Territory,Location,00 17 00 f1,Centerworld Fortress,,,,
Visit: Road to Light Forest,TRUE,63,Territory,Location,00 17 00 f2,Road to Light Forest,,,,
Visit: Orc Battlegrounds,TRUE,64,Territory,Location,00 17 00 99,Orc Battlegrounds,,,,
Visit: Gelibord Watermill,TRUE,64,Territory,Location,00 17 01 05,Gelibord Watermill,,,,
Visit: Castle Dullahan,TRUE,64,Territory,Location,00 17 01 06,Castle Dullahan,,,,
Visit: Gelibord,TRUE,64,Territory,Location,00 17 01 a4,Gelibord,,,,
Visit: Twisted Housing,TRUE,66,Territory,Location,00 17 00 5c,Twisted Housing,,,,
Visit: Caritat Mansion,TRUE,66,Territory,Location,00 17 01 0a,Caritat Mansion,,,,
Visit: Delnar Manor,TRUE,66,Territory,Location,00 17 01 59,Delnar Manor,,,,
Visit: Maro Peaks,TRUE,68,Territory,Location,00 17 00 4f,Maro Peaks,,,,
Visit: Entrance to Kander,TRUE,69,Territory,Location,00 17 00 5d,Entrance to Kander,,,,
Visit: Twisted Ridge,TRUE,69,Territory,Location,00 17 00 95,Twisted Ridge,,,,
Visit: Guardian of the Forest,TRUE,69,Territory,Location,00 17 00 f6,Guardian of the Forest,,,,
Visit: Wood Sprite Hideaway,TRUE,69,Territory,Location,00 17 00 f7,Wood Sprite Hideaway,,,,
Visit: Mantis Nest,TRUE,70,Territory,Location,00 17 00 5a,Mantis Nest,,,,
Visit: Path to Cinfras,TRUE,70,Territory,Location,00 17 00 5b,Path to Cinfras,,,,
Visit: Lifeless Forest,TRUE,70,Territory,Location,00 17 00 c9,Lifeless Forest,,,,
Visit: Disturbed Crypt,TRUE,70,Territory,Location,00 17 00 ca,Disturbed Crypt,,,,
Visit: Derelict Mansion,TRUE,70,Territory,Location,00 17 00 cb,Derelict Mansion,,,,
Visit: Dreary Docks,TRUE,70,Territory,Location,00 17 00 cc,Dreary Docks,,,,
Visit: Efilim Crossroads,TRUE,70,Territory,Location,00 17 00 f3,Efilim Crossroads,,,,
Visit: Minotaur Barbecue,TRUE,70,Territory,Location,00 17 00 f4,Minotaur Barbecue,,,,
Visit: Path to the Forgery,TRUE,70,Territory,Location,00 17 00 f5,Path to the Forgery,,,,
Visit: Myconid Descent,TRUE,70,Territory,Location,00 17 00 fa,Myconid Descent,,,,
Visit: Chasm Chokepoint,TRUE,70,Territory,Location,00 17 00 fb,Chasm Chokepoint,,,,
Visit: Dodegar's Forge,TRUE,70,Territory,Location,00 17 00 fd,Dodegar's Forge,,,,
Visit: Unicorn Trail,TRUE,70,Territory,Location,00 17 00 fe,Unicorn Trail,,,,
Visit: The Forgery,TRUE,70,Territory,Location,00 17 00 ff,The Forgery,,,,
Visit: Collapsed Bridge,TRUE,70,Territory,Location,00 17 01 00,Collapsed Bridge,,,,
Visit: Mycelial Expanse,TRUE,70,Territory,Location,00 17 01 01,Mycelial Expanse,,,,
Visit: Chasm Overlook,TRUE,70,Territory,Location,00 17 01 03,Chasm Overlook,,,,
Visit: Enchanted River,TRUE,70,Territory,Location,00 17 01 04,Enchanted River,,,,
Visit: Entrance to Cinfras,TRUE,70,Territory,Location,00 17 01 11,Entrance to Cinfras,,,,
Visit: Cinfras,TRUE,70,Territory,Location,00 17 01 a3,Cinfras,,,,
Visit: Efilim,TRUE,70,Territory,Location,00 17 01 ae,Efilim,,,,
Visit: Path to Light's Secret,TRUE,71,Territory,Location,00 17 00 f8,Path to Light's Secret,,,,
Visit: Aldorei Valley Outskirts,TRUE,71,Territory,Location,00 17 00 f9,Aldorei Valley Outskirts,,,,
Visit: Luxuriant Pond,TRUE,71,Territory,Location,00 17 00 fc,Luxuriant Pond,,,,
Visit: The Shiar,TRUE,71,Territory,Location,00 17 01 02,The Shiar,,,,
Visit: Aldorei Valley,TRUE,71,Territory,Location,00 17 01 1e,Aldorei Valley,,,,
Visit: Aldorei River,TRUE,71,Territory,Location,00 17 01 1f,Aldorei River,,,,
Visit: Aldorei Cliffside Waterfalls,TRUE,71,Territory,Location,00 17 01 20,Aldorei Cliffside Waterfalls,,,,
Visit: Felroc Fields,TRUE,71,Territory,Location,00 17 01 68,Felroc Fields,,,,
Visit: Mesquis Tower,TRUE,72,Territory,Location,00 17 00 5e,Mesquis Tower,,,,
Visit: Kander Mines,TRUE,72,Territory,Location,00 17 00 5f,Kander Mines,,,,
Visit: Path to Talor,TRUE,72,Territory,Location,00 17 00 60,Path to Talor,,,,
Visit: Dark Forest Village,TRUE,72,Territory,Location,00 17 00 61,Dark Forest Village,,,,
Visit: Fungal Grove,TRUE,72,Territory,Location,00 17 00 62,Fungal Grove,,,,
Visit: Decayed Basin,TRUE,72,Territory,Location,00 17 00 63,Decayed Basin,,,,
Visit: Heart of Decay,TRUE,72,Territory,Location,00 17 00 64,Heart of Decay,,,,
Visit: Mushroom Hill,TRUE,72,Territory,Location,00 17 00 65,Mushroom Hill,,,,
Visit: Fallen Village,TRUE,72,Territory,Location,00 17 00 66,Fallen Village,,,,
Visit: Light Peninsula,TRUE,72,Territory,Location,00 17 00 b0,Light Peninsula,,,,
Visit: Lexdale Penitentiary,TRUE,72,Territory,Location,00 17 01 0b,Lexdale Penitentiary,,,,
Visit: Path to the Penitentiary,TRUE,72,Territory,Location,00 17 01 0c,Path to the Penitentiary,,,,
Visit: Faltach Manor,TRUE,72,Territory,Location,00 17 01 0d,Faltach Manor,,,,
Visit: Viscera Pits,TRUE,72,Territory,Location,00 17 01 0e,Viscera Pits,,,,
Visit: Talor Cemetery,TRUE,72,Territory,Location,00 17 01 0f,Talor Cemetery,,,,
Visit: Old Crossroads,TRUE,72,Territory,Location,00 17 01 10,Old Crossroads,,,,
Visit: Weird Clearing,TRUE,72,Territory,Location,00 17 01 12,Weird Clearing,,,,
Visit: Lexdale,TRUE,72,Territory,Location,00 17 01 a5,Lexdale,,,,
Visit: Cinfras's Small Farm,TRUE,73,Territory,Location,00 17 00 68,Cinfras's Small Farm,,,,
Visit: Big Mushroom Cave,TRUE,73,Territory,Location,00 17 01 13,Big Mushroom Cave,,,,
Visit: Paper Trail,TRUE,73,Territory,Location,00 17 01 14,Paper Trail,,,,
Visit: Waterfall Cave,TRUE,73,Territory,Location,00 17 01 21,Waterfall Cave,,,,
Visit: Guild Hall,TRUE,74,Territory,Location,00 17 00 67,Guild Hall,,,,
Visit: Aldorei Springs,TRUE,74,Territory,Location,00 17 01 1c,Aldorei Springs,Complete: Aldorei's Secret Part I,,,
Visit: Outer Aldorei Town,TRUE,74,Territory,Location,00 17 01 1d,Outer Aldorei Town,Complete: Aldorei's Secret Part I,,,
Visit: Tower of Ascension,TRUE,75,Territory,Location,00 17 00 47,Tower of Ascension,,,,
